gender,age,income,year_joined,received-to-viewed-ratio,received-to-completed-ratio,average_transaction_value,number_of_transactions,predicted_cluster
M,51.0,36000.0,2018,66.66666666666666,50.0,10.657777777777776,9.0,6
M,66.0,61000.0,2018,100.0,33.33333333333333,28.102500000000003,4.0,3
F,59.0,35000.0,2017,66.66666666666666,66.66666666666666,10.385,6.0,4
M,28.0,68000.0,2018,100.0,60.0,5.6499999999999995,6.0,3
M,40.0,56000.0,2017,100.0,80.0,15.419999999999998,13.0,4
F,52.0,88000.0,2015,100.0,66.66666666666666,21.56875,8.0,0
F,87.0,72000.0,2016,60.0,60.0,20.395,10.0,2
F,54.0,79000.0,2018,75.0,50.0,22.83666666666667,3.0,3
F,54.0,79000.0,2017,100.0,80.0,21.50857142857143,14.0,0
F,68.0,74000.0,2017,50.0,50.0,15.43,3.0,2
M,69.0,43000.0,2016,100.0,50.0,2.8717391304347823,23.0,1
F,48.0,31000.0,2018,50.0,0.0,2.6975,4.0,6
F,42.0,74000.0,2017,100.0,20.0,4.14,8.0,3
M,64.0,67000.0,2018,100.0,16.666666666666664,16.105,4.0,3
M,60.0,74000.0,2016,33.33333333333333,50.0,18.4875,4.0,2
M,21.0,31000.0,2016,75.0,25.0,6.349374999999999,16.0,1
M,54.0,76000.0,2017,40.0,60.0,18.308,5.0,2
M,69.0,97000.0,2015,50.0,75.0,28.887142857142855,7.0,2
M,82.0,97000.0,2016,100.0,75.0,25.369999999999997,10.0,0
F,24.0,53000.0,2015,60.0,60.0,13.335999999999997,15.0,1
F,61.0,83000.0,2016,80.0,80.0,23.848000000000003,10.0,0
M,64.0,85000.0,2015,0.0,50.0,21.915,2.0,2
O,61.0,69000.0,2015,100.0,83.33333333333334,17.48777777777778,18.0,0
F,55.0,96000.0,2017,100.0,60.0,22.28,4.0,0
M,40.0,34000.0,2018,75.0,25.0,3.2880000000000003,5.0,6
M,65.0,68000.0,2014,66.66666666666666,16.666666666666664,3.535,14.0,1
M,52.0,60000.0,2018,80.0,0.0,3.3925,4.0,6
M,65.0,89000.0,2017,100.0,80.0,21.43111111111111,9.0,0
M,39.0,61000.0,2018,50.0,0.0,2.888,5.0,6
M,73.0,32000.0,2016,83.33333333333334,66.66666666666666,7.8015,20.0,1
F,56.0,80000.0,2017,83.33333333333334,66.66666666666666,21.688571428571432,14.0,0
F,90.0,95000.0,2018,100.0,75.0,20.263333333333332,3.0,2
M,59.0,46000.0,2018,80.0,20.0,3.3659999999999997,5.0,6
F,56.0,67000.0,2015,100.0,100.0,16.10727272727273,11.0,0
M,77.0,54000.0,2017,100.0,50.0,11.5275,4.0,3
M,32.0,66000.0,2018,75.0,0.0,2.35,4.0,6
F,61.0,81000.0,2016,100.0,40.0,21.518749999999997,8.0,0
M,44.0,52000.0,2016,100.0,100.0,14.240833333333333,12.0,4
M,20.0,37000.0,2017,66.66666666666666,33.33333333333333,4.2524999999999995,4.0,6
M,63.0,75000.0,2016,100.0,66.66666666666666,22.119999999999997,9.0,0
M,60.0,78000.0,2015,100.0,60.0,20.106666666666666,6.0,0
M,21.0,55000.0,2018,100.0,0.0,3.0449999999999995,10.0,6
F,63.0,90000.0,2016,100.0,50.0,22.895000000000003,10.0,0
M,83.0,56000.0,2017,100.0,80.0,12.76923076923077,13.0,0
F,31.0,33000.0,2017,40.0,20.0,14.94,7.0,6
M,22.0,50000.0,2018,75.0,25.0,47.266000000000005,10.0,4
M,24.0,62000.0,2018,33.33333333333333,16.666666666666664,3.7975,4.0,6
M,35.0,46000.0,2018,83.33333333333334,83.33333333333334,10.752142857142857,14.0,4
M,45.0,92000.0,2017,100.0,25.0,22.237142857142857,7.0,3
F,69.0,110000.0,2017,75.0,25.0,30.865000000000002,2.0,2
M,78.0,117000.0,2017,80.0,40.0,30.923333333333332,6.0,2
F,40.0,84000.0,2017,100.0,50.0,20.0525,12.0,0
M,20.0,33000.0,2015,50.0,83.33333333333334,8.473571428571429,14.0,1
M,46.0,51000.0,2018,100.0,16.666666666666664,14.59,2.0,3
M,27.0,56000.0,2018,75.0,50.0,5.327777777777777,9.0,4
M,78.0,85000.0,2016,33.33333333333333,50.0,21.101333333333336,15.0,2
M,75.0,51000.0,2016,100.0,80.0,12.714999999999998,8.0,0
M,68.0,100000.0,2017,80.0,100.0,23.765555555555558,9.0,0
M,35.0,73000.0,2017,66.66666666666666,16.666666666666664,3.4041666666666663,12.0,6
F,60.0,84000.0,2016,100.0,75.0,21.15142857142857,7.0,0
M,23.0,32000.0,2018,100.0,75.0,6.525454545454545,11.0,4
M,67.0,67000.0,2017,66.66666666666666,66.66666666666666,3.4691666666666667,24.0,4
M,58.0,31000.0,2015,40.0,20.0,2.4891666666666663,12.0,1
F,74.0,91000.0,2015,50.0,83.33333333333334,20.709999999999997,9.0,2
M,77.0,83000.0,2016,100.0,80.0,25.29181818181818,11.0,0
F,22.0,63000.0,2017,50.0,100.0,16.99333333333333,15.0,4
M,57.0,77000.0,2017,100.0,66.66666666666666,21.407999999999998,5.0,0
M,49.0,33000.0,2017,0.0,0.0,4.95,1.0,6
F,63.0,118000.0,2017,40.0,40.0,24.96666666666667,3.0,2
M,54.0,69000.0,2017,25.0,50.0,19.04714285714286,7.0,2
M,31.0,46000.0,2016,100.0,60.0,3.676315789473684,19.0,4
M,64.0,40000.0,2017,50.0,75.0,3.2416666666666654,18.0,4
M,67.0,73000.0,2015,40.0,80.0,17.438888888888886,9.0,2
M,48.0,110000.0,2015,66.66666666666666,33.33333333333333,19.31,2.0,2
M,52.0,65000.0,2018,100.0,60.0,15.041111111111112,9.0,3
F,54.0,60000.0,2015,25.0,25.0,2.2963636363636364,11.0,1
M,61.0,99000.0,2016,75.0,75.0,148.006,5.0,5
M,37.0,40000.0,2018,60.0,0.0,0.6900000000000001,1.0,6
M,37.0,68000.0,2016,100.0,75.0,3.4461904761904765,21.0,4
F,55.0,53000.0,2017,50.0,25.0,16.298333333333332,6.0,6
M,19.0,34000.0,2017,33.33333333333333,0.0,2.635,2.0,6
M,24.0,63000.0,2017,66.66666666666666,66.66666666666666,3.4260000000000006,10.0,4
M,50.0,68000.0,2016,66.66666666666666,66.66666666666666,3.3152941176470585,17.0,4
F,48.0,66000.0,2017,100.0,83.33333333333334,19.37222222222222,9.0,0
M,61.0,31000.0,2017,80.0,60.0,13.067999999999998,10.0,4
M,77.0,94000.0,2015,100.0,33.33333333333333,24.855555555555558,9.0,0
F,41.0,73000.0,2016,100.0,75.0,21.945000000000004,6.0,0
F,69.0,89000.0,2015,66.66666666666666,83.33333333333334,24.777499999999996,8.0,0
F,63.0,54000.0,2017,33.33333333333333,0.0,2.19625,8.0,6
F,48.0,49000.0,2017,33.33333333333333,0.0,2.5955555555555554,9.0,6
F,79.0,95000.0,2016,60.0,20.0,28.026666666666667,3.0,2
F,49.0,57000.0,2013,80.0,40.0,2.9320000000000004,15.0,1
F,24.0,42000.0,2017,66.66666666666666,50.0,9.635000000000002,10.0,4
F,74.0,101000.0,2017,60.0,40.0,25.793333333333333,3.0,2
F,50.0,70000.0,2015,75.0,0.0,3.7408333333333332,12.0,1
M,52.0,69000.0,2017,75.0,50.0,6.07,4.0,3
M,57.0,53000.0,2018,66.66666666666666,0.0,16.215,4.0,6
M,62.0,45000.0,2017,33.33333333333333,33.33333333333333,3.4840000000000004,5.0,6
M,44.0,34000.0,2017,66.66666666666666,16.666666666666664,2.8150000000000004,4.0,6
M,59.0,47000.0,2017,75.0,25.0,11.124000000000002,10.0,6
M,29.0,49000.0,2018,60.0,0.0,1.0966666666666667,3.0,6
M,30.0,47000.0,2017,100.0,25.0,13.461428571428568,7.0,3
F,82.0,84000.0,2018,100.0,0.0,17.265,2.0,3
M,55.0,57000.0,2016,100.0,100.0,15.701249999999998,8.0,0
F,30.0,32000.0,2018,100.0,60.0,4.595555555555555,9.0,4
F,72.0,66000.0,2016,100.0,75.0,17.174545454545452,22.0,0
M,25.0,34000.0,2018,100.0,33.33333333333333,9.03875,16.0,4
F,55.0,97000.0,2016,33.33333333333333,66.66666666666666,168.63666666666666,6.0,5
M,82.0,102000.0,2017,50.0,50.0,19.71,2.0,2
M,65.0,78000.0,2018,100.0,0.0,17.997500000000002,4.0,3
M,70.0,100000.0,2015,100.0,75.0,25.026363636363637,11.0,0
M,93.0,60000.0,2016,50.0,25.0,4.347692307692308,13.0,1
M,71.0,84000.0,2017,66.66666666666666,66.66666666666666,21.3175,8.0,2
F,80.0,84000.0,2017,50.0,50.0,20.49125,8.0,2
M,77.0,87000.0,2017,100.0,60.0,26.567,10.0,0
M,51.0,101000.0,2017,83.33333333333334,66.66666666666666,23.262222222222217,9.0,0
F,67.0,79000.0,2018,100.0,40.0,16.503333333333334,3.0,3
M,63.0,86000.0,2018,80.0,20.0,21.29,2.0,3
M,21.0,37000.0,2017,40.0,0.0,2.2,4.0,6
F,55.0,108000.0,2018,75.0,50.0,25.355,4.0,2
M,60.0,67000.0,2018,100.0,100.0,66.08818181818181,11.0,0
M,74.0,76000.0,2016,50.0,50.0,22.962857142857143,7.0,2
F,66.0,92000.0,2017,60.0,60.0,26.53142857142857,7.0,2
M,63.0,61000.0,2014,83.33333333333334,66.66666666666666,15.689999999999996,12.0,1
F,80.0,99000.0,2017,0.0,0.0,26.740000000000002,2.0,2
F,43.0,56000.0,2018,100.0,100.0,13.680000000000001,6.0,4
F,60.0,32000.0,2018,100.0,0.0,1.9928571428571427,7.0,3
M,28.0,59000.0,2017,75.0,0.0,4.1325,4.0,6
M,65.0,105000.0,2018,25.0,75.0,26.793333333333333,6.0,2
M,76.0,59000.0,2013,100.0,100.0,16.83666666666667,6.0,0
M,86.0,56000.0,2016,100.0,50.0,10.5225,4.0,3
F,57.0,39000.0,2018,66.66666666666666,0.0,0.99,2.0,6
M,58.0,84000.0,2018,50.0,25.0,18.98,2.0,2
M,63.0,73000.0,2017,100.0,100.0,17.782857142857146,7.0,0
F,81.0,74000.0,2017,33.33333333333333,33.33333333333333,18.470000000000002,4.0,2
M,24.0,60000.0,2015,100.0,66.66666666666666,16.4696,25.0,4
M,57.0,85000.0,2017,100.0,75.0,21.273333333333333,6.0,0
F,48.0,53000.0,2016,100.0,83.33333333333334,13.735714285714286,14.0,4
M,38.0,67000.0,2018,100.0,50.0,11.626666666666665,3.0,3
F,41.0,80000.0,2017,100.0,83.33333333333334,21.71071428571429,14.0,4
M,70.0,114000.0,2017,80.0,80.0,28.11636363636364,11.0,2
F,52.0,83000.0,2017,100.0,50.0,21.9,4.0,3
F,52.0,90000.0,2018,33.33333333333333,83.33333333333334,25.043333333333333,3.0,2
M,50.0,98000.0,2016,33.33333333333333,33.33333333333333,22.598000000000003,5.0,2
M,27.0,32000.0,2017,50.0,16.666666666666664,2.976,5.0,6
F,59.0,90000.0,2017,66.66666666666666,66.66666666666666,27.808333333333334,6.0,2
F,60.0,87000.0,2016,50.0,25.0,21.025,4.0,2
M,33.0,33000.0,2018,100.0,60.0,7.595714285714286,7.0,4
O,92.0,97000.0,2015,100.0,75.0,28.846666666666668,6.0,0
F,57.0,91000.0,2017,33.33333333333333,66.66666666666666,31.005,2.0,2
M,29.0,64000.0,2013,50.0,50.0,4.281176470588236,17.0,1
F,64.0,44000.0,2017,66.66666666666666,83.33333333333334,35.76999999999999,15.0,4
M,49.0,88000.0,2018,75.0,50.0,19.3025,4.0,3
F,29.0,59000.0,2018,66.66666666666666,0.0,1.9620000000000002,5.0,6
M,68.0,92000.0,2017,60.0,80.0,18.773333333333337,3.0,2
F,64.0,108000.0,2017,66.66666666666666,66.66666666666666,23.23,6.0,2
M,51.0,33000.0,2018,66.66666666666666,0.0,3.13,2.0,6
M,58.0,74000.0,2018,100.0,0.0,15.615,2.0,3
M,52.0,69000.0,2017,75.0,100.0,17.078888888888887,18.0,4
O,70.0,41000.0,2018,40.0,20.0,4.25,4.0,6
F,50.0,44000.0,2013,40.0,20.0,2.7641176470588227,17.0,1
M,63.0,48000.0,2018,40.0,60.0,18.9425,8.0,6
M,66.0,42000.0,2017,60.0,0.0,3.79,2.0,6
M,37.0,32000.0,2016,100.0,50.0,2.488461538461538,26.0,4
M,42.0,32000.0,2018,100.0,66.66666666666666,2.604285714285715,21.0,4
M,22.0,36000.0,2017,100.0,100.0,24.061764705882354,17.0,4
F,72.0,109000.0,2018,75.0,50.0,24.3625,4.0,2
M,44.0,63000.0,2016,100.0,100.0,14.090000000000002,11.0,4
M,22.0,72000.0,2016,25.0,25.0,3.975454545454546,11.0,6
M,25.0,67000.0,2018,60.0,0.0,3.3266666666666667,3.0,6
M,65.0,45000.0,2017,100.0,100.0,11.323076923076922,13.0,4
F,67.0,51000.0,2015,60.0,80.0,12.2275,12.0,1
M,53.0,66000.0,2014,75.0,25.0,3.4446153846153846,13.0,1
M,83.0,76000.0,2017,100.0,66.66666666666666,20.705555555555556,9.0,0
F,88.0,68000.0,2017,75.0,75.0,15.047777777777778,9.0,0
M,48.0,54000.0,2018,0.0,0.0,1.645,2.0,6
F,70.0,117000.0,2016,40.0,100.0,25.717499999999998,4.0,2
M,56.0,55000.0,2017,80.0,40.0,7.550526315789472,19.0,4
M,66.0,46000.0,2018,50.0,0.0,2.87,7.0,6
M,41.0,62000.0,2017,100.0,20.0,19.455,2.0,3
M,54.0,97000.0,2018,40.0,40.0,22.986666666666668,3.0,2
M,82.0,32000.0,2018,20.0,0.0,1.6099999999999999,7.0,6
F,40.0,85000.0,2015,100.0,100.0,21.685000000000002,6.0,0
F,41.0,64000.0,2017,83.33333333333334,33.33333333333333,14.145384615384616,13.0,4
M,21.0,52000.0,2016,100.0,80.0,2.8714285714285714,14.0,4
M,44.0,75000.0,2017,80.0,80.0,19.25166666666667,18.0,4
M,34.0,31000.0,2017,20.0,20.0,26.63,3.0,6
M,56.0,71000.0,2016,33.33333333333333,0.0,7.0633333333333335,3.0,6
F,63.0,110000.0,2018,60.0,40.0,27.240000000000002,4.0,2
F,74.0,57000.0,2015,66.66666666666666,33.33333333333333,3.488333333333333,12.0,1
F,97.0,71000.0,2017,50.0,33.33333333333333,16.66,3.0,2
F,34.0,41000.0,2017,60.0,0.0,3.4219999999999997,5.0,6
F,83.0,56000.0,2018,100.0,66.66666666666666,13.100999999999999,10.0,3
M,45.0,96000.0,2018,83.33333333333334,50.0,30.240000000000002,2.0,3
M,20.0,61000.0,2017,80.0,20.0,4.11125,8.0,6
F,27.0,31000.0,2017,60.0,0.0,5.703333333333333,6.0,6
F,62.0,69000.0,2015,80.0,60.0,4.020869565217391,23.0,1
M,34.0,66000.0,2015,66.66666666666666,33.33333333333333,3.0053333333333323,15.0,1
F,92.0,57000.0,2018,100.0,100.0,10.858333333333334,6.0,0
M,26.0,42000.0,2017,80.0,20.0,4.1433333333333335,3.0,6
M,44.0,59000.0,2016,80.0,80.0,15.855,16.0,4
M,25.0,35000.0,2017,33.33333333333333,66.66666666666666,8.842222222222222,9.0,6
F,54.0,45000.0,2017,66.66666666666666,50.0,10.915000000000001,8.0,4
M,56.0,72000.0,2017,60.0,100.0,19.48166666666667,12.0,4
M,54.0,60000.0,2018,100.0,75.0,15.806666666666667,3.0,3
M,67.0,91000.0,2016,60.0,100.0,23.093333333333334,6.0,2
M,87.0,33000.0,2018,60.0,0.0,1.705,2.0,6
O,33.0,70000.0,2016,100.0,100.0,18.340714285714288,14.0,4
F,84.0,71000.0,2017,100.0,100.0,17.287777777777777,9.0,0
O,42.0,89000.0,2018,100.0,60.0,25.326,5.0,3
M,18.0,34000.0,2018,40.0,0.0,1.7449999999999999,6.0,6
F,53.0,54000.0,2018,100.0,0.0,11.98,2.0,3
F,72.0,74000.0,2017,66.66666666666666,33.33333333333333,27.09,3.0,2
F,77.0,119000.0,2017,83.33333333333334,16.666666666666664,26.318,5.0,2
M,61.0,44000.0,2018,33.33333333333333,0.0,7.07,1.0,6
F,95.0,71000.0,2017,100.0,100.0,20.095555555555556,9.0,0
F,67.0,94000.0,2018,40.0,20.0,24.36,1.0,2
M,70.0,78000.0,2015,80.0,60.0,18.463333333333335,3.0,0
M,58.0,73000.0,2018,80.0,60.0,19.259999999999998,4.0,3
F,27.0,62000.0,2018,83.33333333333334,33.33333333333333,18.700000000000003,2.0,3
F,76.0,109000.0,2017,50.0,100.0,28.711428571428574,7.0,2
F,73.0,80000.0,2017,50.0,75.0,17.872,5.0,2
F,50.0,108000.0,2017,100.0,66.66666666666666,26.953750000000003,8.0,0
M,32.0,62000.0,2017,100.0,0.0,3.14,7.0,3
M,21.0,45000.0,2017,100.0,100.0,49.57047619047619,21.0,4
M,64.0,71000.0,2016,75.0,75.0,18.493750000000002,8.0,0
M,59.0,83000.0,2016,100.0,100.0,17.943333333333335,9.0,0
M,71.0,69000.0,2018,100.0,20.0,16.634999999999998,2.0,3
F,72.0,42000.0,2017,50.0,0.0,10.7275,4.0,6
F,80.0,92000.0,2015,75.0,0.0,18.4,2.0,2
M,42.0,59000.0,2015,100.0,40.0,13.280000000000001,14.0,1
F,66.0,52000.0,2017,75.0,0.0,12.889999999999999,4.0,3
M,71.0,32000.0,2015,25.0,50.0,2.413636363636364,11.0,1
M,80.0,49000.0,2017,50.0,33.33333333333333,5.409999999999999,3.0,6
F,32.0,52000.0,2016,33.33333333333333,83.33333333333334,14.11153846153846,13.0,4
M,79.0,33000.0,2017,66.66666666666666,33.33333333333333,24.47333333333333,3.0,3
M,20.0,35000.0,2017,50.0,50.0,6.831999999999999,10.0,6
M,78.0,111000.0,2016,66.66666666666666,100.0,26.58,4.0,2
F,75.0,80000.0,2017,100.0,75.0,19.575000000000003,2.0,0
O,62.0,67000.0,2017,100.0,60.0,17.11818181818182,11.0,0
M,85.0,117000.0,2017,100.0,75.0,28.094444444444445,9.0,0
F,48.0,64000.0,2018,75.0,0.0,17.605,4.0,3
M,42.0,67000.0,2016,80.0,60.0,3.9147619047619044,21.0,4
M,40.0,68000.0,2017,100.0,80.0,18.035555555555554,9.0,4
M,84.0,43000.0,2015,80.0,40.0,3.2904999999999993,20.0,1
M,53.0,58000.0,2017,40.0,20.0,3.338,5.0,6
M,51.0,73000.0,2014,100.0,33.33333333333333,3.8872727272727277,11.0,1
M,66.0,105000.0,2017,60.0,80.0,27.215454545454552,11.0,2
F,27.0,36000.0,2017,100.0,20.0,7.783333333333333,9.0,4
M,57.0,93000.0,2018,100.0,33.33333333333333,22.6075,4.0,3
M,54.0,86000.0,2017,80.0,60.0,17.793333333333333,3.0,3
M,49.0,94000.0,2017,100.0,100.0,26.816000000000003,5.0,0
M,25.0,67000.0,2018,60.0,20.0,3.482222222222222,9.0,6
M,32.0,62000.0,2018,50.0,25.0,3.5066666666666664,6.0,6
F,93.0,92000.0,2018,100.0,60.0,27.3775,4.0,3
M,68.0,50000.0,2016,80.0,20.0,2.437777777777778,18.0,1
F,62.0,48000.0,2015,60.0,60.0,39.08846153846154,13.0,1
F,61.0,86000.0,2018,100.0,75.0,22.436666666666667,3.0,3
M,38.0,76000.0,2017,100.0,100.0,55.620909090909095,11.0,0
M,55.0,55000.0,2018,100.0,0.0,2.98,3.0,3
M,23.0,60000.0,2018,75.0,100.0,15.004166666666668,12.0,4
M,43.0,54000.0,2016,100.0,0.0,15.15,8.0,3
F,22.0,44000.0,2017,60.0,80.0,10.561666666666666,12.0,4
M,45.0,42000.0,2017,100.0,66.66666666666666,11.631666666666668,6.0,4
M,80.0,64000.0,2016,83.33333333333334,50.0,3.0324,25.0,1
F,68.0,78000.0,2016,75.0,75.0,20.107499999999998,8.0,0
M,67.0,38000.0,2015,16.666666666666664,16.666666666666664,2.1525000000000003,12.0,1
F,57.0,33000.0,2017,50.0,50.0,8.703333333333333,6.0,6
M,46.0,54000.0,2016,80.0,80.0,76.075,8.0,0
F,41.0,77000.0,2016,100.0,60.0,21.625454545454545,11.0,0
M,52.0,37000.0,2018,50.0,0.0,2.4800000000000004,5.0,6
F,45.0,95000.0,2015,80.0,80.0,23.6075,8.0,0
M,58.0,34000.0,2017,60.0,0.0,2.396666666666667,3.0,6
M,73.0,70000.0,2018,75.0,0.0,23.14333333333333,6.0,3
M,36.0,47000.0,2018,100.0,33.33333333333333,10.055,8.0,3
F,64.0,73000.0,2015,66.66666666666666,83.33333333333334,19.12421052631579,19.0,0
F,44.0,62000.0,2016,100.0,100.0,13.473500000000001,20.0,4
M,43.0,73000.0,2014,80.0,40.0,3.019615384615385,26.0,1
F,63.0,76000.0,2018,66.66666666666666,33.33333333333333,18.92,1.0,3
M,67.0,51000.0,2018,100.0,50.0,12.3875,4.0,3
F,59.0,108000.0,2016,66.66666666666666,100.0,24.076,5.0,2
M,28.0,70000.0,2017,50.0,50.0,4.7299999999999995,8.0,6
M,46.0,40000.0,2018,75.0,75.0,3.867142857142857,7.0,4
M,76.0,54000.0,2018,50.0,0.0,2.33,2.0,6
F,39.0,53000.0,2016,50.0,75.0,2.637368421052632,19.0,4
M,74.0,50000.0,2015,80.0,80.0,12.244666666666667,15.0,1
F,51.0,74000.0,2017,40.0,80.0,20.443333333333335,6.0,2
M,60.0,42000.0,2017,75.0,0.0,1.2225,4.0,6
F,24.0,52000.0,2018,50.0,25.0,5.09,4.0,6
M,63.0,64000.0,2015,40.0,40.0,2.45,13.0,1
M,55.0,58000.0,2016,100.0,66.66666666666666,15.651428571428571,7.0,0
F,60.0,81000.0,2015,33.33333333333333,33.33333333333333,20.523333333333333,3.0,2
M,68.0,118000.0,2018,66.66666666666666,66.66666666666666,29.42571428571429,7.0,2
M,27.0,72000.0,2014,50.0,50.0,4.333333333333333,12.0,1
M,69.0,86000.0,2016,100.0,75.0,23.75142857142857,7.0,0
M,44.0,51000.0,2017,100.0,0.0,9.733333333333334,6.0,3
F,34.0,42000.0,2018,80.0,60.0,12.551666666666668,12.0,4
F,46.0,82000.0,2014,100.0,50.0,21.505,8.0,0
F,70.0,35000.0,2018,80.0,0.0,3.4883333333333333,6.0,3
F,90.0,51000.0,2017,40.0,60.0,11.151,10.0,2
F,82.0,81000.0,2016,50.0,75.0,21.746666666666666,6.0,2
M,37.0,64000.0,2015,50.0,0.0,3.2385714285714284,7.0,6
M,41.0,75000.0,2018,60.0,20.0,4.2575,4.0,6
F,66.0,46000.0,2017,33.33333333333333,66.66666666666666,3.4809090909090914,11.0,4
M,40.0,69000.0,2018,75.0,0.0,3.8533333333333335,3.0,6
F,60.0,56000.0,2018,80.0,80.0,16.12,6.0,3
F,59.0,75000.0,2017,40.0,40.0,19.479999999999997,7.0,2
F,42.0,78000.0,2017,50.0,16.666666666666664,21.35,4.0,6
F,56.0,93000.0,2017,25.0,50.0,24.576666666666668,6.0,2
F,88.0,33000.0,2016,100.0,33.33333333333333,5.491250000000001,8.0,3
F,26.0,54000.0,2018,50.0,75.0,5.1883333333333335,6.0,6
M,55.0,45000.0,2016,100.0,66.66666666666666,12.168,15.0,4
F,50.0,72000.0,2016,100.0,100.0,18.133999999999997,5.0,0
F,47.0,67000.0,2015,100.0,100.0,4.3443749999999985,16.0,4
M,60.0,32000.0,2014,83.33333333333334,16.666666666666664,2.5082608695652175,23.0,1
M,39.0,39000.0,2017,75.0,0.0,2.5340000000000003,5.0,6
M,51.0,75000.0,2017,100.0,100.0,19.744,5.0,0
M,39.0,62000.0,2015,100.0,75.0,3.571250000000001,16.0,4
F,73.0,52000.0,2016,80.0,60.0,13.473333333333334,6.0,0
F,44.0,75000.0,2016,100.0,66.66666666666666,19.975000000000005,14.0,0
M,63.0,56000.0,2016,100.0,40.0,13.583636363636362,11.0,0
F,52.0,54000.0,2017,100.0,50.0,12.6725,12.0,4
F,68.0,55000.0,2018,100.0,80.0,14.162500000000001,4.0,3
M,26.0,44000.0,2017,80.0,40.0,3.1941176470588237,17.0,4
F,55.0,82000.0,2018,80.0,60.0,20.541666666666668,6.0,3
F,56.0,110000.0,2017,66.66666666666666,33.33333333333333,27.735,2.0,2
F,57.0,79000.0,2015,0.0,50.0,24.382500000000004,8.0,2
F,33.0,40000.0,2018,50.0,50.0,8.706666666666667,9.0,6
F,55.0,79000.0,2017,80.0,100.0,20.085384615384616,13.0,0
M,53.0,100000.0,2014,80.0,60.0,33.386,5.0,0
F,67.0,111000.0,2016,66.66666666666666,66.66666666666666,22.314285714285713,7.0,2
M,65.0,33000.0,2017,100.0,75.0,2.9366666666666665,21.0,4
F,21.0,49000.0,2017,83.33333333333334,50.0,13.565999999999999,10.0,4
M,85.0,53000.0,2014,33.33333333333333,0.0,3.7840000000000003,5.0,1
M,26.0,38000.0,2017,40.0,20.0,3.496666666666666,21.0,4
M,84.0,37000.0,2017,75.0,50.0,8.376000000000001,10.0,3
M,61.0,117000.0,2017,80.0,40.0,26.064999999999998,6.0,2
M,69.0,71000.0,2017,33.33333333333333,66.66666666666666,19.485454545454544,11.0,2
F,77.0,46000.0,2016,100.0,75.0,12.644210526315792,19.0,4
F,65.0,81000.0,2018,100.0,50.0,22.702,5.0,3
F,58.0,71000.0,2018,66.66666666666666,50.0,18.919999999999998,4.0,3
F,33.0,40000.0,2017,80.0,80.0,27.93846153846154,13.0,4
F,32.0,54000.0,2018,83.33333333333334,50.0,3.53625,8.0,4
F,75.0,60000.0,2017,100.0,60.0,15.265,4.0,3
M,81.0,74000.0,2018,75.0,75.0,109.50714285714284,7.0,5
F,60.0,83000.0,2017,66.66666666666666,33.33333333333333,18.285,2.0,2
F,64.0,71000.0,2017,66.66666666666666,66.66666666666666,21.17,3.0,2
M,37.0,51000.0,2016,100.0,50.0,41.26571428571428,14.0,4
O,52.0,84000.0,2015,100.0,100.0,21.175,10.0,0
M,42.0,74000.0,2018,100.0,33.33333333333333,18.94,5.0,3
F,20.0,48000.0,2017,83.33333333333334,0.0,2.45375,8.0,6
M,27.0,66000.0,2017,100.0,0.0,1.915,4.0,3
O,71.0,86000.0,2018,100.0,100.0,19.926666666666666,3.0,0
M,37.0,69000.0,2018,50.0,0.0,5.012499999999999,4.0,6
F,74.0,50000.0,2017,100.0,0.0,1.7999999999999998,4.0,3
F,65.0,89000.0,2017,40.0,60.0,26.921666666666667,6.0,2
F,48.0,96000.0,2018,100.0,0.0,21.2,1.0,3
M,43.0,45000.0,2016,100.0,33.33333333333333,14.754,5.0,3
F,55.0,77000.0,2017,60.0,20.0,19.450000000000003,2.0,2
M,67.0,62000.0,2017,75.0,0.0,18.754285714285714,7.0,3
F,56.0,57000.0,2016,100.0,33.33333333333333,16.06,5.0,3
M,39.0,36000.0,2013,40.0,20.0,3.408888888888889,9.0,1
M,78.0,57000.0,2013,80.0,80.0,16.81222222222222,9.0,1
M,44.0,51000.0,2018,75.0,0.0,1.91,1.0,6
M,69.0,57000.0,2018,33.33333333333333,66.66666666666666,3.9239999999999995,5.0,6
M,31.0,40000.0,2015,50.0,16.666666666666664,3.3850000000000002,12.0,1
F,50.0,73000.0,2017,100.0,50.0,11.9975,4.0,3
M,64.0,98000.0,2017,100.0,66.66666666666666,26.9025,4.0,0
M,54.0,53000.0,2018,75.0,50.0,3.66125,8.0,3
M,44.0,60000.0,2014,100.0,0.0,18.862,10.0,1
F,54.0,74000.0,2017,100.0,40.0,17.545454545454547,11.0,3
M,65.0,32000.0,2018,100.0,80.0,7.95,10.0,4
F,56.0,83000.0,2016,100.0,50.0,20.404545454545453,11.0,0
M,81.0,81000.0,2017,100.0,66.66666666666666,22.208000000000002,5.0,0
M,75.0,87000.0,2017,60.0,80.0,25.33222222222222,9.0,2
M,46.0,56000.0,2017,50.0,33.33333333333333,12.906,5.0,6
M,62.0,63000.0,2016,83.33333333333334,83.33333333333334,20.19666666666667,6.0,0
M,27.0,35000.0,2017,83.33333333333334,50.0,2.7945,20.0,4
F,67.0,42000.0,2017,66.66666666666666,0.0,0.41,1.0,6
M,34.0,51000.0,2017,60.0,0.0,2.605,2.0,6
