,gender,age,income,year_joined
7605,F,56.0,53000.0,2018
7608,M,36.0,73000.0,2018
7609,M,51.0,70000.0,2017
7610,F,47.0,58000.0,2017
7611,F,69.0,114000.0,2017
7612,M,69.0,58000.0,2018
7613,M,53.0,68000.0,2014
7614,M,49.0,74000.0,2017
7615,M,50.0,73000.0,2016
7616,M,33.0,63000.0,2016
7617,F,61.0,72000.0,2018
7618,F,56.0,71000.0,2016
7621,F,64.0,66000.0,2018
7622,F,47.0,60000.0,2017
7623,M,26.0,50000.0,2016
7624,F,47.0,54000.0,2016
7625,F,77.0,90000.0,2014
7626,M,52.0,54000.0,2017
7627,M,23.0,49000.0,2018
7628,M,55.0,57000.0,2018
7629,F,37.0,72000.0,2018
7630,F,81.0,108000.0,2017
7631,M,51.0,72000.0,2015
7632,F,54.0,97000.0,2016
7633,M,69.0,69000.0,2017
7634,F,61.0,119000.0,2017
7635,F,85.0,104000.0,2017
7637,F,22.0,32000.0,2017
7638,M,64.0,36000.0,2013
7642,F,72.0,87000.0,2017
7643,F,49.0,52000.0,2017
7644,F,52.0,39000.0,2016
7645,M,73.0,110000.0,2017
7647,M,46.0,76000.0,2013
7648,M,80.0,77000.0,2016
7649,M,36.0,39000.0,2018
7650,F,64.0,85000.0,2018
7651,M,86.0,59000.0,2018
7653,M,40.0,56000.0,2013
7654,M,49.0,62000.0,2017
7656,F,36.0,51000.0,2017
7657,M,29.0,58000.0,2017
7658,M,36.0,60000.0,2018
7661,O,39.0,53000.0,2015
7662,F,41.0,55000.0,2017
7663,F,86.0,72000.0,2016
7664,M,46.0,88000.0,2018
7665,F,42.0,56000.0,2016
7666,F,54.0,34000.0,2016
7667,F,47.0,82000.0,2018
7668,M,44.0,30000.0,2015
7669,F,19.0,61000.0,2016
7670,F,42.0,66000.0,2017
7671,M,57.0,97000.0,2017
7672,M,61.0,31000.0,2016
7673,M,56.0,46000.0,2017
7674,M,23.0,47000.0,2017
7675,F,54.0,109000.0,2018
7676,F,65.0,70000.0,2017
7677,F,75.0,83000.0,2018
7678,M,46.0,70000.0,2017
7679,M,69.0,51000.0,2017
7680,M,58.0,94000.0,2015
7681,M,67.0,114000.0,2016
7682,F,66.0,96000.0,2017
7683,M,18.0,38000.0,2014
7684,M,73.0,43000.0,2017
7685,M,59.0,83000.0,2016
7686,M,42.0,61000.0,2018
7687,F,84.0,37000.0,2017
7690,F,71.0,87000.0,2017
7691,M,52.0,91000.0,2017
7692,F,57.0,70000.0,2017
7694,M,66.0,97000.0,2017
7695,M,58.0,72000.0,2016
7696,F,53.0,49000.0,2015
7698,M,49.0,91000.0,2017
7699,F,56.0,55000.0,2016
7701,F,69.0,88000.0,2017
7702,F,69.0,75000.0,2017
7703,M,25.0,61000.0,2015
7705,M,55.0,86000.0,2017
7706,M,22.0,48000.0,2015
7709,M,28.0,45000.0,2018
7710,F,69.0,81000.0,2018
7711,M,56.0,43000.0,2018
7712,F,40.0,57000.0,2017
7713,M,48.0,71000.0,2018
7714,M,29.0,36000.0,2017
7715,F,49.0,82000.0,2018
7716,M,61.0,65000.0,2017
7717,F,48.0,55000.0,2017
7719,M,48.0,57000.0,2017
7720,M,53.0,76000.0,2017
7721,M,41.0,76000.0,2017
7722,M,42.0,42000.0,2016
7724,F,71.0,71000.0,2017
7725,M,57.0,65000.0,2018
7726,M,70.0,39000.0,2018
7727,M,58.0,64000.0,2015
7728,F,66.0,85000.0,2015
7729,F,78.0,111000.0,2017
7730,M,49.0,73000.0,2017
7731,M,57.0,83000.0,2018
7732,M,46.0,71000.0,2017
7733,F,53.0,55000.0,2015
7734,F,63.0,65000.0,2014
7735,M,61.0,67000.0,2018
7736,M,65.0,50000.0,2017
7737,F,32.0,48000.0,2018
7738,F,61.0,75000.0,2017
7739,M,58.0,69000.0,2014
7740,M,54.0,69000.0,2015
7741,M,61.0,78000.0,2017
7742,M,43.0,31000.0,2017
7743,M,46.0,94000.0,2018
7746,M,65.0,74000.0,2017
7747,F,72.0,94000.0,2017
7748,F,49.0,71000.0,2018
7749,M,60.0,91000.0,2015
7750,O,73.0,71000.0,2018
7751,F,30.0,66000.0,2016
7753,M,49.0,68000.0,2018
7754,F,63.0,94000.0,2015
7755,M,45.0,35000.0,2017
7756,M,81.0,68000.0,2017
7757,F,42.0,47000.0,2018
7758,F,62.0,31000.0,2016
7759,M,26.0,66000.0,2016
7760,M,59.0,78000.0,2017
7762,M,49.0,52000.0,2017
7763,M,40.0,62000.0,2015
7765,M,31.0,59000.0,2016
7768,M,54.0,72000.0,2018
7769,M,43.0,67000.0,2017
7770,F,74.0,77000.0,2017
7771,M,65.0,73000.0,2015
7772,M,57.0,52000.0,2017
7773,F,71.0,64000.0,2016
7774,M,26.0,38000.0,2014
7776,M,45.0,49000.0,2016
7777,M,58.0,63000.0,2014
7779,M,49.0,83000.0,2017
7780,F,51.0,105000.0,2016
7781,M,47.0,84000.0,2016
7782,M,35.0,32000.0,2016
7783,M,40.0,49000.0,2015
7784,F,64.0,73000.0,2016
7785,M,60.0,71000.0,2018
7786,M,44.0,66000.0,2016
7787,M,61.0,67000.0,2015
7788,M,25.0,37000.0,2018
7789,F,51.0,42000.0,2018
7790,F,53.0,100000.0,2015
7791,F,46.0,82000.0,2018
7792,M,83.0,83000.0,2018
7793,F,90.0,57000.0,2018
7794,M,41.0,82000.0,2017
7795,F,65.0,39000.0,2018
7796,F,58.0,55000.0,2013
7797,M,43.0,67000.0,2014
7798,F,32.0,38000.0,2016
7799,M,26.0,66000.0,2017
7800,M,59.0,79000.0,2017
7801,M,60.0,94000.0,2017
7802,M,46.0,42000.0,2014
7803,F,33.0,37000.0,2017
7804,F,38.0,60000.0,2017
7805,F,27.0,51000.0,2016
7806,F,67.0,66000.0,2015
7807,M,25.0,74000.0,2018
7808,M,18.0,52000.0,2018
7809,M,56.0,74000.0,2017
7810,M,52.0,94000.0,2015
7811,F,53.0,96000.0,2016
7812,M,25.0,55000.0,2016
7813,M,74.0,61000.0,2017
7816,M,34.0,46000.0,2014
7817,M,27.0,45000.0,2017
7818,M,57.0,39000.0,2018
7819,M,74.0,63000.0,2018
7820,M,47.0,41000.0,2018
7821,M,71.0,63000.0,2017
7822,F,64.0,103000.0,2016
7823,F,65.0,95000.0,2018
7824,F,62.0,108000.0,2016
7825,M,73.0,84000.0,2016
7826,M,38.0,46000.0,2017
7827,M,49.0,81000.0,2017
7828,F,52.0,56000.0,2018
7829,F,42.0,70000.0,2017
7830,M,31.0,41000.0,2017
7831,F,75.0,72000.0,2016
7832,M,34.0,43000.0,2017
7833,F,46.0,95000.0,2017
7834,M,49.0,32000.0,2016
7835,F,57.0,49000.0,2018
7836,F,71.0,86000.0,2016
7837,M,56.0,96000.0,2018
7838,F,68.0,59000.0,2017
7839,F,57.0,92000.0,2016
7841,O,77.0,85000.0,2016
7842,F,52.0,81000.0,2016
7844,M,56.0,71000.0,2016
7845,M,59.0,31000.0,2018
7846,F,58.0,41000.0,2018
7847,O,21.0,60000.0,2018
7848,M,74.0,55000.0,2017
7849,M,77.0,56000.0,2017
7850,M,62.0,69000.0,2017
7851,F,63.0,75000.0,2017
7852,F,60.0,42000.0,2015
7853,F,54.0,102000.0,2017
7854,M,57.0,55000.0,2018
7855,F,85.0,38000.0,2017
7856,M,51.0,36000.0,2018
7857,M,66.0,61000.0,2018
7858,F,59.0,35000.0,2017
7859,M,28.0,68000.0,2018
7862,M,40.0,56000.0,2017
7863,F,52.0,88000.0,2015
7864,F,87.0,72000.0,2016
7865,F,54.0,79000.0,2018
7866,F,54.0,79000.0,2017
7868,M,59.0,32000.0,2017
7869,F,68.0,74000.0,2017
7870,M,69.0,43000.0,2016
7871,F,48.0,31000.0,2018
7872,F,42.0,74000.0,2017
7873,M,64.0,67000.0,2018
7874,M,60.0,74000.0,2016
7875,M,21.0,31000.0,2016
7876,M,54.0,76000.0,2017
7877,M,69.0,97000.0,2015
7879,M,82.0,97000.0,2016
7880,F,24.0,53000.0,2015
7881,F,61.0,83000.0,2016
7882,M,64.0,85000.0,2015
7883,O,61.0,69000.0,2015
7884,F,55.0,96000.0,2017
7886,M,40.0,34000.0,2018
7888,M,65.0,68000.0,2014
7889,M,52.0,60000.0,2018
7891,M,65.0,89000.0,2017
7892,M,39.0,61000.0,2018
7893,M,73.0,32000.0,2016
7896,F,56.0,80000.0,2017
7897,F,90.0,95000.0,2018
7898,M,59.0,46000.0,2018
7899,F,56.0,67000.0,2015
7900,M,77.0,54000.0,2017
7901,M,32.0,66000.0,2018
7902,F,61.0,81000.0,2016
7903,M,44.0,52000.0,2016
7904,M,20.0,37000.0,2017
7905,M,63.0,75000.0,2016
7907,M,60.0,78000.0,2015
7908,M,21.0,55000.0,2018
7909,F,63.0,90000.0,2016
7911,M,83.0,56000.0,2017
7912,F,31.0,33000.0,2017
7913,M,22.0,50000.0,2018
7914,M,24.0,62000.0,2018
7915,M,35.0,46000.0,2018
7916,M,45.0,92000.0,2017
7917,F,40.0,84000.0,2018
7918,F,69.0,110000.0,2017
7919,M,78.0,117000.0,2017
7920,F,40.0,84000.0,2017
7921,M,20.0,33000.0,2015
7923,M,46.0,51000.0,2018
7924,M,46.0,95000.0,2018
7925,M,27.0,56000.0,2018
7926,M,78.0,85000.0,2016
7927,M,75.0,51000.0,2016
7928,M,68.0,100000.0,2017
7929,M,35.0,73000.0,2017
7931,F,60.0,84000.0,2016
7933,M,23.0,32000.0,2018
7935,M,67.0,67000.0,2017
7936,M,58.0,31000.0,2015
7937,F,74.0,91000.0,2015
7939,M,77.0,83000.0,2016
7940,F,22.0,63000.0,2017
7941,M,57.0,77000.0,2017
7942,M,49.0,33000.0,2017
7943,F,63.0,118000.0,2017
7944,M,54.0,69000.0,2017
7947,M,31.0,46000.0,2016
7948,M,64.0,40000.0,2017
7949,M,67.0,73000.0,2015
7950,M,48.0,110000.0,2015
7951,M,52.0,65000.0,2018
7952,F,54.0,60000.0,2015
7953,M,61.0,99000.0,2016
7954,M,37.0,40000.0,2018
7955,M,37.0,68000.0,2016
7956,F,55.0,53000.0,2017
7957,M,19.0,34000.0,2017
7959,M,24.0,63000.0,2017
7960,M,50.0,68000.0,2016
7961,F,48.0,66000.0,2017
7963,M,61.0,31000.0,2017
7964,M,77.0,94000.0,2015
7965,F,41.0,73000.0,2016
7967,F,69.0,89000.0,2015
7969,F,63.0,54000.0,2017
7970,F,48.0,49000.0,2017
7971,F,79.0,95000.0,2016
7972,F,49.0,57000.0,2013
7973,F,24.0,42000.0,2017
7974,F,74.0,101000.0,2017
7975,F,50.0,70000.0,2015
7977,M,52.0,69000.0,2017
7978,M,57.0,53000.0,2018
7979,M,62.0,45000.0,2017
7980,M,44.0,34000.0,2017
7981,M,59.0,47000.0,2017
7982,M,29.0,49000.0,2018
7983,M,30.0,47000.0,2017
7984,F,82.0,84000.0,2018
7985,M,55.0,57000.0,2016
7986,F,30.0,32000.0,2018
7987,F,72.0,66000.0,2016
7988,M,25.0,34000.0,2018
7989,F,55.0,97000.0,2016
7990,M,82.0,102000.0,2017
7991,M,65.0,78000.0,2018
7992,M,70.0,100000.0,2015
7993,M,93.0,60000.0,2016
7994,M,71.0,84000.0,2017
7996,F,80.0,84000.0,2017
7998,M,77.0,87000.0,2017
7999,M,51.0,101000.0,2017
8000,F,67.0,79000.0,2018
8001,M,63.0,86000.0,2018
8002,M,21.0,37000.0,2017
8004,F,55.0,108000.0,2018
8005,M,60.0,67000.0,2018
8006,M,74.0,76000.0,2016
8007,F,66.0,92000.0,2017
8009,M,63.0,61000.0,2014
8010,F,80.0,99000.0,2017
8011,F,43.0,56000.0,2018
8012,F,60.0,32000.0,2018
8013,M,28.0,59000.0,2017
8014,M,65.0,105000.0,2018
8016,M,76.0,59000.0,2013
8018,M,86.0,56000.0,2016
8019,F,57.0,39000.0,2018
8020,M,58.0,84000.0,2018
8021,M,63.0,73000.0,2017
8022,F,81.0,74000.0,2017
8023,M,24.0,60000.0,2015
8024,M,57.0,85000.0,2017
8025,F,48.0,53000.0,2016
8026,M,38.0,67000.0,2018
8027,F,41.0,80000.0,2017
8028,M,70.0,114000.0,2017
8029,F,52.0,83000.0,2017
8030,F,52.0,90000.0,2018
8031,M,50.0,98000.0,2016
8033,M,27.0,32000.0,2017
8036,F,59.0,90000.0,2017
8037,F,60.0,87000.0,2016
8038,M,33.0,33000.0,2018
8039,O,92.0,97000.0,2015
8040,F,57.0,91000.0,2017
8041,M,29.0,64000.0,2013
8042,F,64.0,44000.0,2017
8043,M,49.0,88000.0,2018
8044,F,29.0,59000.0,2018
8045,M,68.0,92000.0,2017
8046,F,64.0,108000.0,2017
8047,M,51.0,33000.0,2018
8048,M,58.0,74000.0,2018
8049,M,52.0,69000.0,2017
8050,O,70.0,41000.0,2018
8051,F,50.0,44000.0,2013
8052,M,63.0,48000.0,2018
8053,M,66.0,42000.0,2017
8054,M,37.0,32000.0,2016
8055,M,42.0,32000.0,2018
8056,M,22.0,36000.0,2017
8057,F,72.0,109000.0,2018
8058,M,44.0,63000.0,2016
8059,M,22.0,72000.0,2016
8062,M,25.0,67000.0,2018
8063,M,65.0,45000.0,2017
8064,F,67.0,51000.0,2015
8065,M,53.0,66000.0,2014
8067,M,83.0,76000.0,2017
8068,F,88.0,68000.0,2017
8069,M,48.0,54000.0,2018
8070,F,70.0,117000.0,2016
8073,M,56.0,55000.0,2017
8075,M,66.0,46000.0,2018
8076,M,41.0,62000.0,2017
8078,M,54.0,97000.0,2018
8079,M,82.0,32000.0,2018
8080,F,40.0,85000.0,2015
8081,F,41.0,64000.0,2017
8082,M,21.0,52000.0,2016
8083,M,44.0,75000.0,2017
8084,M,34.0,31000.0,2017
8085,M,56.0,71000.0,2016
8086,F,63.0,110000.0,2018
8088,F,74.0,57000.0,2015
8089,F,97.0,71000.0,2017
8090,F,34.0,41000.0,2017
8091,F,83.0,56000.0,2018
8092,M,45.0,96000.0,2018
8093,M,20.0,61000.0,2017
8094,F,27.0,31000.0,2017
8095,F,62.0,69000.0,2015
8096,M,34.0,66000.0,2015
8097,F,92.0,57000.0,2018
8098,M,26.0,42000.0,2017
8099,M,44.0,59000.0,2016
8100,M,25.0,35000.0,2017
8102,F,54.0,45000.0,2017
8103,M,56.0,72000.0,2017
8104,M,54.0,60000.0,2018
8105,M,67.0,91000.0,2016
8106,M,87.0,33000.0,2018
8108,O,33.0,70000.0,2016
8109,F,84.0,71000.0,2017
8110,O,42.0,89000.0,2018
8111,M,18.0,34000.0,2018
8113,F,53.0,54000.0,2018
8114,F,72.0,74000.0,2017
8115,F,77.0,119000.0,2017
8117,M,61.0,44000.0,2018
8118,F,95.0,71000.0,2017
8119,F,67.0,94000.0,2018
8120,M,70.0,78000.0,2015
8121,M,58.0,73000.0,2018
8122,F,27.0,62000.0,2018
8123,F,76.0,109000.0,2017
8124,F,73.0,80000.0,2017
8125,F,50.0,108000.0,2017
8127,M,32.0,62000.0,2017
8128,M,21.0,45000.0,2017
8129,M,64.0,71000.0,2016
8130,M,59.0,83000.0,2016
8131,M,46.0,59000.0,2018
8133,F,55.0,76000.0,2018
8134,M,71.0,69000.0,2018
8135,F,72.0,42000.0,2017
8136,F,80.0,92000.0,2015
8137,M,42.0,59000.0,2015
8140,F,66.0,52000.0,2017
8141,M,71.0,32000.0,2015
8142,M,80.0,49000.0,2017
8144,F,32.0,52000.0,2016
8145,M,79.0,33000.0,2017
8146,M,20.0,35000.0,2017
8147,M,78.0,111000.0,2016
8148,F,75.0,80000.0,2017
8149,O,62.0,67000.0,2017
8151,M,85.0,117000.0,2017
8152,F,48.0,64000.0,2018
8153,M,42.0,67000.0,2016
8154,M,40.0,68000.0,2017
8155,M,84.0,43000.0,2015
8157,M,53.0,58000.0,2017
8158,M,51.0,73000.0,2014
8159,M,66.0,105000.0,2017
8160,F,27.0,36000.0,2017
8161,M,57.0,93000.0,2018
8162,M,54.0,86000.0,2017
8163,M,49.0,94000.0,2017
8164,M,25.0,67000.0,2018
8165,M,32.0,62000.0,2018
8166,F,93.0,92000.0,2018
8167,M,68.0,50000.0,2016
8168,F,62.0,48000.0,2015
8169,F,61.0,86000.0,2018
8171,M,38.0,76000.0,2017
8172,M,55.0,55000.0,2018
8173,M,23.0,60000.0,2018
8174,M,43.0,54000.0,2016
8175,F,22.0,44000.0,2017
8176,M,45.0,42000.0,2017
8177,M,80.0,64000.0,2016
8178,F,68.0,78000.0,2016
8179,M,67.0,38000.0,2015
8180,F,57.0,33000.0,2017
8181,M,46.0,54000.0,2016
8182,F,41.0,77000.0,2016
8183,M,52.0,37000.0,2018
8184,F,45.0,95000.0,2015
8185,M,58.0,34000.0,2017
8186,M,73.0,70000.0,2018
8187,M,36.0,47000.0,2018
8188,F,64.0,73000.0,2015
8189,F,44.0,62000.0,2016
8191,M,43.0,73000.0,2014
8192,F,63.0,76000.0,2018
8196,M,67.0,51000.0,2018
8197,F,59.0,108000.0,2016
8198,M,28.0,70000.0,2017
8199,M,67.0,71000.0,2017
8200,M,46.0,40000.0,2018
8202,M,76.0,54000.0,2018
8204,F,39.0,53000.0,2016
8205,M,74.0,50000.0,2015
8206,F,51.0,74000.0,2017
8207,M,60.0,42000.0,2017
8208,F,24.0,52000.0,2018
8209,M,63.0,64000.0,2015
8210,M,55.0,58000.0,2016
8211,F,60.0,81000.0,2015
8212,M,68.0,118000.0,2018
8213,M,63.0,49000.0,2018
8214,M,27.0,72000.0,2014
8215,M,69.0,86000.0,2016
8216,M,44.0,51000.0,2017
8217,F,34.0,42000.0,2018
8219,F,46.0,82000.0,2014
8220,F,70.0,35000.0,2018
8221,F,90.0,51000.0,2017
8223,F,82.0,81000.0,2016
8224,M,37.0,64000.0,2015
8225,M,41.0,75000.0,2018
8226,F,66.0,46000.0,2017
8227,M,40.0,69000.0,2018
8228,F,60.0,56000.0,2018
8229,F,59.0,75000.0,2017
8230,F,42.0,78000.0,2017
8231,F,56.0,93000.0,2017
8232,F,88.0,33000.0,2016
8233,F,26.0,54000.0,2018
8234,M,55.0,45000.0,2016
8235,F,50.0,72000.0,2016
8236,F,47.0,67000.0,2015
8237,M,60.0,32000.0,2014
8238,M,39.0,39000.0,2017
8239,M,51.0,75000.0,2017
8240,M,39.0,62000.0,2015
8241,F,73.0,52000.0,2016
8242,F,44.0,75000.0,2016
8243,M,63.0,56000.0,2016
8244,F,52.0,54000.0,2017
8245,F,68.0,55000.0,2018
8246,M,26.0,44000.0,2017
8247,F,55.0,82000.0,2018
8250,F,56.0,110000.0,2017
8251,F,57.0,79000.0,2015
8252,F,33.0,40000.0,2018
8253,F,55.0,79000.0,2017
8254,M,53.0,100000.0,2014
8255,F,67.0,111000.0,2016
8257,M,65.0,33000.0,2017
8258,F,21.0,49000.0,2017
8259,M,85.0,53000.0,2014
8261,M,26.0,38000.0,2017
8262,M,84.0,37000.0,2017
8263,M,61.0,117000.0,2017
8264,M,69.0,71000.0,2017
8265,F,77.0,46000.0,2016
8266,F,65.0,81000.0,2018
8267,F,58.0,71000.0,2018
8268,F,33.0,40000.0,2017
8269,F,32.0,54000.0,2018
8270,F,75.0,60000.0,2017
8272,M,81.0,74000.0,2018
8273,F,60.0,83000.0,2017
8274,F,64.0,71000.0,2017
8275,M,37.0,51000.0,2016
8276,O,52.0,84000.0,2015
8277,M,42.0,74000.0,2018
8278,F,20.0,48000.0,2017
8279,M,27.0,66000.0,2017
8280,O,71.0,86000.0,2018
8281,M,37.0,69000.0,2018
8282,F,74.0,50000.0,2017
8283,F,65.0,89000.0,2017
8285,F,48.0,96000.0,2018
8286,M,43.0,45000.0,2016
8287,F,55.0,77000.0,2017
8288,M,67.0,62000.0,2017
8289,F,56.0,57000.0,2016
8290,M,39.0,36000.0,2013
8291,M,78.0,57000.0,2013
8292,M,44.0,51000.0,2018
8293,M,69.0,57000.0,2018
8294,M,31.0,40000.0,2015
8295,F,50.0,73000.0,2017
8296,M,64.0,98000.0,2017
8297,M,54.0,53000.0,2018
8299,M,44.0,60000.0,2014
8300,F,54.0,74000.0,2017
8304,M,65.0,32000.0,2018
8305,F,56.0,83000.0,2016
8306,M,81.0,81000.0,2017
8307,M,75.0,87000.0,2017
8308,M,46.0,56000.0,2017
8309,M,62.0,63000.0,2016
8310,M,27.0,35000.0,2017
8312,F,67.0,42000.0,2017
8313,M,34.0,51000.0,2017
8314,M,68.0,55000.0,2018
8315,M,47.0,44000.0,2014
8316,M,67.0,93000.0,2016
8317,M,19.0,70000.0,2017
8318,M,57.0,46000.0,2018
8319,M,52.0,94000.0,2015
8320,M,58.0,48000.0,2018
8321,F,30.0,54000.0,2018
8322,M,57.0,120000.0,2015
8323,F,58.0,89000.0,2018
8324,M,52.0,89000.0,2016
8325,M,68.0,57000.0,2015
8326,F,64.0,71000.0,2017
8327,M,44.0,40000.0,2018
8328,F,58.0,81000.0,2016
8329,M,21.0,62000.0,2016
8330,M,81.0,38000.0,2018
8331,M,50.0,39000.0,2018
8332,M,20.0,45000.0,2015
8333,F,61.0,77000.0,2017
8334,F,75.0,42000.0,2018
8335,F,72.0,62000.0,2018
8337,M,33.0,38000.0,2017
8338,F,51.0,71000.0,2017
8339,M,51.0,52000.0,2017
8341,M,88.0,52000.0,2017
8342,M,54.0,56000.0,2016
8343,F,22.0,45000.0,2017
8344,M,67.0,51000.0,2017
8345,M,59.0,42000.0,2017
8346,F,35.0,51000.0,2018
8347,M,53.0,35000.0,2014
8348,F,67.0,57000.0,2017
8350,M,57.0,63000.0,2015
8351,M,43.0,75000.0,2016
8352,F,34.0,75000.0,2016
8353,M,61.0,56000.0,2017
8354,F,59.0,116000.0,2016
8355,M,63.0,65000.0,2017
8356,F,40.0,73000.0,2018
8359,F,51.0,80000.0,2018
8362,M,54.0,40000.0,2014
8363,M,42.0,70000.0,2018
8364,F,53.0,94000.0,2017
8365,F,76.0,95000.0,2017
8366,F,60.0,73000.0,2018
8367,M,41.0,35000.0,2018
8368,M,63.0,94000.0,2017
8369,M,34.0,35000.0,2018
8370,F,60.0,88000.0,2017
8371,M,87.0,57000.0,2018
8372,F,69.0,95000.0,2013
8373,M,35.0,52000.0,2018
8374,F,43.0,61000.0,2016
8375,F,56.0,93000.0,2018
8377,M,63.0,79000.0,2016
8378,M,37.0,77000.0,2017
8379,M,65.0,70000.0,2017
8381,M,63.0,61000.0,2017
8382,F,26.0,31000.0,2017
8383,F,31.0,32000.0,2017
8385,F,87.0,79000.0,2017
8386,M,24.0,56000.0,2017
8387,F,69.0,78000.0,2016
8388,F,64.0,59000.0,2017
8389,F,92.0,77000.0,2014
8390,M,37.0,50000.0,2017
8391,F,26.0,36000.0,2016
8392,M,29.0,70000.0,2017
8393,F,39.0,74000.0,2016
8395,M,45.0,63000.0,2018
8396,M,50.0,59000.0,2018
8397,F,53.0,55000.0,2017
8398,M,56.0,111000.0,2017
8399,M,30.0,47000.0,2018
8400,F,33.0,54000.0,2018
8401,F,56.0,57000.0,2018
8403,F,31.0,53000.0,2016
8404,M,53.0,41000.0,2016
8405,F,60.0,32000.0,2017
8406,M,36.0,48000.0,2017
8408,M,63.0,38000.0,2017
8409,M,70.0,66000.0,2016
8410,M,63.0,89000.0,2016
8411,F,51.0,65000.0,2016
8412,M,21.0,48000.0,2016
8413,F,24.0,60000.0,2016
8414,M,73.0,32000.0,2018
8415,F,49.0,56000.0,2017
8416,M,56.0,42000.0,2017
8417,M,87.0,54000.0,2017
8418,F,53.0,62000.0,2018
8419,M,33.0,34000.0,2017
8420,M,51.0,40000.0,2017
8421,M,78.0,87000.0,2016
8423,M,63.0,70000.0,2015
8424,F,77.0,78000.0,2016
8425,M,25.0,37000.0,2017
8426,M,48.0,43000.0,2017
8427,F,58.0,72000.0,2016
8429,F,44.0,56000.0,2016
8432,F,53.0,66000.0,2016
8433,F,50.0,103000.0,2016
8434,F,59.0,38000.0,2015
8435,M,65.0,36000.0,2015
8436,M,68.0,77000.0,2016
8437,M,47.0,55000.0,2017
8438,F,59.0,57000.0,2017
8439,F,55.0,58000.0,2016
8441,F,73.0,57000.0,2017
8442,F,41.0,40000.0,2015
8443,M,32.0,38000.0,2017
8444,M,73.0,55000.0,2017
8445,F,55.0,87000.0,2017
8446,M,63.0,57000.0,2018
8447,M,66.0,76000.0,2017
8448,M,23.0,39000.0,2014
8449,M,70.0,68000.0,2018
8450,F,60.0,85000.0,2017
8451,M,21.0,39000.0,2015
8453,F,92.0,63000.0,2018
8454,F,81.0,108000.0,2018
8455,M,59.0,108000.0,2017
8456,F,67.0,87000.0,2018
8458,F,48.0,52000.0,2017
8459,M,28.0,35000.0,2017
8462,M,66.0,49000.0,2017
8463,F,64.0,98000.0,2017
8466,M,51.0,63000.0,2014
8468,F,30.0,51000.0,2017
8469,M,31.0,34000.0,2017
8470,M,35.0,38000.0,2017
8471,F,57.0,116000.0,2015
8472,F,70.0,97000.0,2015
8473,O,67.0,37000.0,2018
8474,M,60.0,97000.0,2018
8475,F,78.0,72000.0,2014
8476,F,82.0,109000.0,2017
8477,M,49.0,77000.0,2018
8478,F,73.0,39000.0,2017
8479,F,39.0,47000.0,2016
8480,M,30.0,73000.0,2018
8481,M,59.0,85000.0,2018
8482,M,72.0,37000.0,2017
8483,F,46.0,54000.0,2015
8484,M,43.0,53000.0,2015
8485,F,53.0,69000.0,2015
8486,F,49.0,75000.0,2018
8487,F,61.0,72000.0,2017
8488,M,22.0,50000.0,2014
8489,M,37.0,39000.0,2018
8490,M,45.0,73000.0,2018
8491,M,40.0,42000.0,2018
8493,F,91.0,95000.0,2016
8494,M,75.0,42000.0,2018
8495,F,54.0,77000.0,2015
8496,M,37.0,57000.0,2018
8497,M,32.0,32000.0,2017
8499,M,21.0,35000.0,2018
8500,M,62.0,58000.0,2016
8501,F,67.0,116000.0,2017
8502,F,31.0,30000.0,2017
8503,M,41.0,81000.0,2016
8505,F,65.0,97000.0,2015
8506,M,55.0,76000.0,2018
8507,M,56.0,51000.0,2014
8508,M,66.0,70000.0,2016
8510,M,58.0,61000.0,2017
8511,M,58.0,59000.0,2017
8512,F,37.0,64000.0,2016
8515,M,64.0,77000.0,2015
8516,M,34.0,60000.0,2016
8517,F,49.0,115000.0,2017
8518,M,71.0,84000.0,2017
8519,O,62.0,74000.0,2017
8520,M,58.0,43000.0,2018
8522,M,91.0,52000.0,2018
8523,M,56.0,70000.0,2018
8525,M,54.0,92000.0,2016
8526,M,65.0,71000.0,2017
8527,F,45.0,98000.0,2017
8528,F,49.0,63000.0,2017
8529,M,54.0,40000.0,2013
8530,M,92.0,53000.0,2018
8532,M,61.0,43000.0,2018
8533,M,55.0,98000.0,2017
8534,F,58.0,77000.0,2017
8535,F,61.0,76000.0,2016
8536,F,22.0,40000.0,2017
8537,M,54.0,38000.0,2013
8538,F,83.0,31000.0,2018
8539,M,19.0,74000.0,2018
8540,M,45.0,71000.0,2016
8542,M,69.0,61000.0,2018
8543,M,55.0,96000.0,2013
8544,M,59.0,90000.0,2017
8545,F,61.0,45000.0,2018
8546,M,68.0,49000.0,2016
8547,M,54.0,64000.0,2016
8548,M,36.0,40000.0,2013
8549,O,60.0,69000.0,2017
8550,F,28.0,41000.0,2018
8551,M,42.0,44000.0,2018
8552,F,69.0,105000.0,2015
8553,F,47.0,97000.0,2014
8554,O,21.0,45000.0,2015
8555,M,62.0,56000.0,2018
8556,M,59.0,67000.0,2017
8557,F,30.0,40000.0,2017
8558,F,38.0,59000.0,2018
8559,M,70.0,74000.0,2017
8560,M,55.0,88000.0,2016
8561,M,68.0,73000.0,2015
8562,F,26.0,52000.0,2017
8563,F,50.0,63000.0,2017
8564,M,59.0,71000.0,2018
8567,F,43.0,66000.0,2016
8568,F,64.0,51000.0,2018
8569,M,44.0,59000.0,2014
8570,M,32.0,41000.0,2017
